,uid,companyId,agent,validBet,score,add_time,gameName,gameId,roundId,ip,currency_rate
3786,725218,5032,1797652,0.25,0.05,2024-08-21 21:06:10,麻将无双,305,gfg_305101_1724245569688_110266,120.28.189.136,10.000000000000
3787,4010100,40056,2797610,0.1,-0.09,2024-08-21 21:06:10,仙境探宝,323,gfg_323101_1724245570167_110277,131.226.115.1,10.000000000000
3788,977464,5143,2247099,0.16,-0.16,2024-08-21 21:06:15,麻将无双,305,gfg_305101_1724245575016_110237,125.26.153.99,5.000000000000
3789,4010100,40056,2797610,0.1,0.1,2024-08-21 21:06:16,仙境探宝,323,gfg_323101_1724245575327_110277,131.226.115.1,10.000000000000
3790,3891254,40056,2797610,0.25,-0.25,2024-08-21 21:06:24,超级王牌,320,gfg_320101_1724245583809_110220,175.176.21.209,10.000000000000
3791,3891254,40056,2797610,0.25,-0.25,2024-08-21 21:06:28,超级王牌,320,gfg_320101_1724245587384_110220,175.176.21.209,10.000000000000
3792,3933627,40153,3858739,1.0,-1.0,2024-08-21 21:06:29,十倍金牛,904,gfg_904101_1724245589155_110297,111.90.210.141,10.000000000000
3793,4007001,40056,2797610,0.125,-0.11000000000000001,2024-08-21 21:06:31,超级王牌,320,gfg_320101_1724245591162_109637,111.90.196.52,10.000000000000
3794,3933627,40153,3858739,1.0,-1.0,2024-08-21 21:06:33,十倍金牛,904,gfg_904101_1724245592680_110297,111.90.210.141,10.000000000000
3795,2661853,40011,2682375,5.0,-3.0,2024-08-21 21:06:34,麻将无双,305,gfg_305101_1724245593512_109326,223.18.43.51,1.000000000000
3796,2661853,40011,2682375,5.0,9.8,2024-08-21 21:06:39,麻将无双,305,gfg_305101_1724245599035_109326,223.18.43.51,1.000000000000
3797,3514475,40240,4607576,12.0,-6.0,2024-08-21 21:06:40,十倍金牛,804,1723599882804101737,223.204.221.23,0.150000000000
3798,4007001,40056,2797610,0.125,-0.125,2024-08-21 21:06:42,超级王牌,320,gfg_320101_1724245602085_109637,111.90.196.52,10.000000000000
3799,725218,5032,1797652,0.25,-0.25,2024-08-21 21:06:44,麻将无双,305,gfg_305101_1724245604144_110266,120.28.189.136,10.000000000000
3800,4007001,40056,2797610,0.125,-0.125,2024-08-21 21:06:46,超级王牌,320,gfg_320101_1724245605430_109637,111.90.196.52,10.000000000000
3801,4007001,40056,2797610,0.125,-0.125,2024-08-21 21:06:49,超级王牌,320,gfg_320101_1724245608573_109637,111.90.196.52,10.000000000000
3802,2661853,40011,2682375,1.0,-0.12,2024-08-21 21:06:51,麻将无双,305,gfg_305101_1724245610497_109326,223.18.43.51,1.000000000000
3803,3933627,40153,3858739,1.0,0.3,2024-08-21 21:06:52,十倍金牛,904,gfg_904101_1724245611605_110297,111.90.210.141,10.000000000000
3804,725218,5032,1797652,0.25,-0.25,2024-08-21 21:06:55,麻将无双,305,gfg_305101_1724245615083_110266,120.28.189.136,10.000000000000
3805,3979455,40064,2797634,0.3846153846153846,-0.3846153846153846,2024-08-21 21:06:57,貔貅开运,301,gfg_301101_1724245616595_110180,45.168.124.9,0.650000000000
3806,2661853,40011,2682375,1.0,-1.0,2024-08-21 21:07:00,麻将无双,305,gfg_305101_1724245619249_109326,223.18.43.51,1.000000000000
3807,335686,5003,1733158,500.0,-500.0,2024-08-21 21:07:03,龙虎斗,11,ng_11104_1724245606_1,182.118.239.193,1.000000000000
3808,3933627,40153,3858739,2.0,-2.0,2024-08-21 21:07:12,十倍金牛,904,gfg_904101_1724245631254_110297,111.90.210.141,10.000000000000
3809,3891254,40056,2797610,0.25,-0.25,2024-08-21 21:07:13,超级王牌,320,gfg_320101_1724245632272_110220,175.176.21.209,10.000000000000
3810,725218,5032,1797652,0.25,-0.05,2024-08-21 21:07:24,麻将无双,305,gfg_305101_1724245644100_110266,120.28.189.136,10.000000000000
3811,3933627,40153,3858739,2.0,-2.0,2024-08-21 21:07:28,十倍金牛,904,gfg_904101_1724245647276_110297,111.90.210.141,10.000000000000
3812,3933627,40153,3858739,2.0,-2.0,2024-08-21 21:07:30,十倍金牛,904,gfg_904101_1724245650160_110297,111.90.210.141,10.000000000000
3813,1517351,5143,2247099,0.16,-0.16,2024-08-21 21:07:33,麻将无双,305,gfg_305101_1724245652377_110306,182.232.218.13,5.000000000000
3814,3311342,40093,2806272,4.0,4.0,2024-08-21 21:07:34,777,307,gfg_307101_1724245653857_110302,49.42.64.153,10.000000000000
3815,1517351,5143,2247099,0.16,-0.11200000000000002,2024-08-21 21:07:36,麻将无双,305,gfg_305101_1724245655343_110306,182.232.218.13,5.000000000000
3816,3933627,40153,3858739,1.0,-0.4,2024-08-21 21:07:37,十倍金牛,904,gfg_904101_1724245657094_110297,111.90.210.141,10.000000000000
3817,4010100,40056,2797610,0.1,-0.08,2024-08-21 21:07:38,仙境探宝,323,gfg_323101_1724245657407_110277,131.226.115.1,10.000000000000
3818,3311342,40093,2806272,4.0,4.0,2024-08-21 21:07:38,777,307,gfg_307101_1724245657291_110302,49.42.64.153,10.000000000000
3819,3988600,40230,4420913,0.26,-0.26,2024-08-21 21:07:40,水牛,309,gfg_309101_1724245659643_110264,136.158.70.117,10.000000000000
3820,4010100,40056,2797610,0.1,-0.1,2024-08-21 21:07:42,仙境探宝,323,gfg_323101_1724245661841_110277,131.226.115.1,10.000000000000
3821,3933627,40153,3858739,1.0,-1.0,2024-08-21 21:07:42,十倍金牛,904,gfg_904101_1724245661384_110297,111.90.210.141,10.000000000000
3822,3988600,40230,4420913,0.26,-0.26,2024-08-21 21:07:43,水牛,309,gfg_309101_1724245662918_110264,136.158.70.117,10.000000000000
3823,3311342,40093,2806272,4.0,-4.0,2024-08-21 21:07:45,777,307,gfg_307101_1724245664591_110302,49.42.64.153,10.000000000000
3824,3933627,40153,3858739,1.0,-1.0,2024-08-21 21:07:45,十倍金牛,904,gfg_904101_1724245664819_110297,111.90.210.141,10.000000000000
3825,725218,5032,1797652,0.25,-0.22999999999999998,2024-08-21 21:07:46,麻将无双,305,gfg_305101_1724245665819_110266,120.28.189.136,10.000000000000
3826,3933627,40153,3858739,1.0,-1.0,2024-08-21 21:07:48,十倍金牛,904,gfg_904101_1724245667474_110297,111.90.210.141,10.000000000000
3827,3979455,40064,2797634,0.3846153846153846,-0.3846153846153846,2024-08-21 21:07:50,貔貅开运,301,gfg_301101_1724245670055_110180,45.168.124.9,0.650000000000
3828,3311342,40093,2806272,4.0,-4.0,2024-08-21 21:07:52,777,307,gfg_307101_1724245671711_110302,49.42.64.153,10.000000000000
3829,4010100,40056,2797610,0.1,-0.096,2024-08-21 21:07:54,仙境探宝,323,gfg_323101_1724245674046_110277,131.226.115.1,10.000000000000
3830,3933627,40153,3858739,1.0,0.5,2024-08-21 21:07:54,十倍金牛,904,gfg_904101_1724245673609_110297,111.90.210.141,10.000000000000
3831,4010100,40056,2797610,0.1,-0.05600000000000001,2024-08-21 21:08:01,仙境探宝,323,gfg_323101_1724245681022_110277,131.226.115.1,10.000000000000
3832,3933627,40153,3858739,1.0,-1.0,2024-08-21 21:08:01,十倍金牛,904,gfg_904101_1724245680869_110297,111.90.210.141,10.000000000000
3833,3933627,40153,3858739,1.0,-1.0,2024-08-21 21:08:03,十倍金牛,904,gfg_904101_1724245683775_110297,111.90.210.141,10.000000000000
3834,4010100,40056,2797610,0.1,-0.096,2024-08-21 21:08:05,仙境探宝,323,gfg_323101_1724245685527_110277,131.226.115.1,10.000000000000
3835,725218,5032,1797652,0.25,-0.25,2024-08-21 21:08:06,麻将无双,305,gfg_305101_1724245686139_110266,120.28.189.136,10.000000000000
3836,3933627,40153,3858739,1.0,-1.0,2024-08-21 21:08:06,十倍金牛,904,gfg_904101_1724245686849_110297,111.90.210.141,10.000000000000
3837,3514475,40240,4607576,9.333333333333334,-9.333333333333334,2024-08-21 21:08:12,十倍金牛,804,1724691882804101146,223.204.221.23,0.150000000000
3838,3933627,40153,3858739,1.0,-1.0,2024-08-21 21:08:13,十倍金牛,904,gfg_904101_1724245692669_110297,111.90.210.141,10.000000000000
3839,725218,5032,1797652,0.25,-0.25,2024-08-21 21:08:17,麻将无双,305,gfg_305101_1724245696195_110266,120.28.189.136,10.000000000000
3840,3988600,40230,4420913,0.26,-0.24,2024-08-21 21:08:19,水牛,309,gfg_309101_1724245698702_110264,136.158.70.117,10.000000000000
3841,725218,5032,1797652,0.25,-0.13,2024-08-21 21:08:23,麻将无双,305,gfg_305101_1724245702765_110266,120.28.189.136,10.000000000000
3842,4010100,40056,2797610,0.1,-0.09,2024-08-21 21:08:23,仙境探宝,323,gfg_323101_1724245702921_110277,131.226.115.1,10.000000000000
3843,4007001,40056,2797610,0.125,-0.125,2024-08-21 21:08:30,超级王牌,320,gfg_320101_1724245710003_109637,111.90.196.52,10.000000000000
3844,2661853,40011,2682375,1.0,-1.0,2024-08-21 21:08:33,麻将无双,305,gfg_305101_1724245712225_109326,223.18.43.51,1.000000000000
3845,3251776,5009,1582006,5.0,-5.0,2024-08-21 21:08:34,炸金花,12,bp_12102_1724245707_1,223.97.83.204,1.000000000000
3846,725218,5032,1797652,0.25,-0.25,2024-08-21 21:08:48,麻将无双,305,gfg_305101_1724245728005_110266,120.28.189.136,10.000000000000
3847,3979455,40064,2797634,0.3846153846153846,-0.3846153846153846,2024-08-21 21:08:49,貔貅开运,301,gfg_301101_1724245728301_110180,45.168.124.9,0.650000000000
3848,725218,5032,1797652,0.25,-0.25,2024-08-21 21:08:50,麻将无双,305,gfg_305101_1724245729647_110266,120.28.189.136,10.000000000000
3849,725218,5032,1797652,0.25,-0.25,2024-08-21 21:08:53,麻将无双,305,gfg_305101_1724245732809_110266,120.28.189.136,10.000000000000
3850,4007001,40056,2797610,0.125,-0.125,2024-08-21 21:08:55,超级王牌,320,gfg_320101_1724245734680_109637,111.90.196.52,10.000000000000
3851,3988600,40230,4420913,0.26,-0.26,2024-08-21 21:08:57,水牛,309,gfg_309101_1724245736241_110264,136.158.70.117,10.000000000000
3852,2661853,40011,2682375,1.0,-1.0,2024-08-21 21:08:58,麻将无双,305,gfg_305101_1724245737335_109326,223.18.43.51,1.000000000000
3853,725218,5032,1797652,0.25,-0.25,2024-08-21 21:09:02,麻将无双,305,gfg_305101_1724245742122_110266,120.28.189.136,10.000000000000
3854,4007001,40056,2797610,0.125,-0.125,2024-08-21 21:09:03,超级王牌,320,gfg_320101_1724245742781_109637,111.90.196.52,10.000000000000
3855,2584045,40128,3013711,3.3846153846153846,-2.1538461538461537,2024-08-21 21:09:03,财神捕鱼,202,gfg_202101_1724245742724_12476,101.99.84.110,0.650000000000
3856,725218,5032,1797652,0.25,3.45,2024-08-21 21:09:06,麻将无双,305,gfg_305101_1724245745775_110266,120.28.189.136,10.000000000000
3857,4007001,40056,2797610,0.125,-0.125,2024-08-21 21:09:10,超级王牌,320,gfg_320101_1724245749369_109637,111.90.196.52,10.000000000000
3858,3979455,40064,2797634,0.15384615384615385,-0.15384615384615385,2024-08-21 21:09:15,貔貅开运,301,gfg_301101_1724245754843_110180,45.168.124.9,0.650000000000
3859,3979455,40064,2797634,0.15384615384615385,-0.15384615384615385,2024-08-21 21:09:18,貔貅开运,301,gfg_301101_1724245757488_110180,45.168.124.9,0.650000000000
3860,1517351,5143,2247099,0.16,-0.11200000000000002,2024-08-21 21:09:20,麻将无双,305,gfg_305101_1724245759432_110306,182.232.218.13,5.000000000000
3861,3251776,5009,1582006,5.0,-5.0,2024-08-21 21:09:21,炸金花,12,bp_12102_1724245755_1,223.97.83.204,1.000000000000
3862,4007001,40056,2797610,0.125,-0.125,2024-08-21 21:09:23,超级王牌,320,gfg_320101_1724245762561_109637,111.90.196.52,10.000000000000
3863,4007001,40056,2797610,0.125,-0.11499999999999999,2024-08-21 21:09:26,超级王牌,320,gfg_320101_1724245765543_109637,111.90.196.52,10.000000000000
3864,3904353,40128,3013711,4.615384615384615,-4.615384615384615,2024-08-21 21:09:27,新看四张抢庄牛牛,126,gfg_126101_1724245747382_40714,115.164.86.42,0.650000000000
3865,4007001,40056,2797610,0.125,-0.125,2024-08-21 21:09:33,超级王牌,320,gfg_320101_1724245772753_109637,111.90.196.52,10.000000000000
3866,725218,5032,1797652,0.25,-0.25,2024-08-21 21:09:35,麻将无双,305,gfg_305101_1724245774718_110266,120.28.189.136,10.000000000000
3867,3891254,40056,2797610,0.25,-0.25,2024-08-21 21:09:38,超级王牌,320,gfg_320101_1724245777991_110220,175.176.21.209,10.000000000000
3868,4007001,40056,2797610,0.125,-0.125,2024-08-21 21:09:39,超级王牌,320,gfg_320101_1724245778492_109637,111.90.196.52,10.000000000000
3869,4007001,40056,2797610,0.125,-0.125,2024-08-21 21:09:41,超级王牌,320,gfg_320101_1724245781089_109637,111.90.196.52,10.000000000000
3870,335686,5003,1733158,1600.0,1600.0,2024-08-21 21:09:45,龙虎斗,11,b3_11103_1724245769_1,182.118.239.193,1.000000000000
3871,3912358,40230,4420913,0.1,-0.1,2024-08-21 21:09:51,招财金猪,324,gfg_324101_1724245790861_110344,209.35.161.189,10.000000000000
3872,4007001,40056,2797610,0.125,-0.125,2024-08-21 21:09:52,超级王牌,320,gfg_320101_1724245792060_109637,111.90.196.52,10.000000000000
3873,3443546,5069,2010892,1.0,-1.0,2024-08-21 21:09:56,炸金花,12,ld_12101_1724245788_1,27.68.137.238,1.000000000000
3874,3979455,40064,2797634,0.15384615384615385,-0.15384615384615385,2024-08-21 21:09:56,貔貅开运,301,gfg_301101_1724245795794_110180,45.168.124.9,0.650000000000
3875,3891254,40056,2797610,0.25,-0.25,2024-08-21 21:10:01,超级王牌,320,gfg_320101_1724245800825_110220,175.176.21.209,10.000000000000
3876,3912358,40230,4420913,0.1,-0.1,2024-08-21 21:10:01,招财金猪,324,gfg_324101_1724245801098_110344,209.35.161.189,10.000000000000
3877,1517351,5143,2247099,0.16,-0.16,2024-08-21 21:10:03,麻将无双,305,gfg_305101_1724245802518_110306,182.232.218.13,5.000000000000
3878,3988600,40230,4420913,0.26,-0.26,2024-08-21 21:10:06,水牛,309,gfg_309101_1724245805321_110264,136.158.70.117,10.000000000000
3879,4007001,40056,2797610,0.125,-0.125,2024-08-21 21:10:08,超级王牌,320,gfg_320101_1724245807665_109637,111.90.196.52,10.000000000000
3880,335686,5003,1733158,1800.0,1800.0,2024-08-21 21:10:09,龙虎斗,11,b3_11103_1724245792_1,182.118.239.193,1.000000000000
3881,1517351,5143,2247099,0.16,-0.16,2024-08-21 21:10:09,麻将无双,305,gfg_305101_1724245808658_110306,182.232.218.13,5.000000000000
3882,3979455,40064,2797634,0.15384615384615385,-0.15384615384615385,2024-08-21 21:10:10,貔貅开运,301,gfg_301101_1724245809676_110180,45.168.124.9,0.650000000000
3883,4007001,40056,2797610,0.125,-0.125,2024-08-21 21:10:11,超级王牌,320,gfg_320101_1724245810584_109637,111.90.196.52,10.000000000000
3884,3251776,5009,1582006,5.0,-5.0,2024-08-21 21:10:14,炸金花,12,bp_12102_1724245803_1,223.97.83.204,1.000000000000
3885,3979455,40064,2797634,0.15384615384615385,-0.15384615384615385,2024-08-21 21:10:16,貔貅开运,301,gfg_301101_1724245815753_110180,45.168.124.9,0.650000000000
3886,3891254,40056,2797610,0.25,-0.12,2024-08-21 21:10:21,超级王牌,320,gfg_320101_1724245821059_110220,175.176.21.209,10.000000000000
3887,3912358,40230,4420913,0.1,-0.1,2024-08-21 21:10:24,招财金猪,324,gfg_324101_1724245823511_110344,209.35.161.189,10.000000000000
3888,4007001,40056,2797610,0.125,-0.125,2024-08-21 21:10:27,超级王牌,320,gfg_320101_1724245826792_109637,111.90.196.52,10.000000000000
3889,3988600,40230,4420913,0.26,-0.252,2024-08-21 21:10:31,水牛,309,gfg_309101_1724245830705_110264,136.158.70.117,10.000000000000
3890,3985999,40153,3858739,0.1,-0.06,2024-08-21 21:10:39,超级王牌,320,gfg_320101_1724245838146_110337,175.176.76.98,10.000000000000
3891,1517351,5143,2247099,0.16,-0.16,2024-08-21 21:10:44,麻将无双,305,gfg_305101_1724245843775_110306,182.232.218.13,5.000000000000
3892,3933627,40153,3858739,1.0,-1.0,2024-08-21 21:10:44,十倍金牛,904,gfg_904101_1724245843252_110357,111.90.210.141,10.000000000000
3893,3912358,40230,4420913,0.1,-0.1,2024-08-21 21:10:45,招财金猪,324,gfg_324101_1724245844204_110344,209.35.161.189,10.000000000000
3894,3891254,40056,2797610,0.25,-0.25,2024-08-21 21:10:46,超级王牌,320,gfg_320101_1724245845144_110220,175.176.21.209,10.000000000000
3895,4007001,40056,2797610,0.125,-0.125,2024-08-21 21:10:47,超级王牌,320,gfg_320101_1724245846503_109637,111.90.196.52,10.000000000000
3896,3912358,40230,4420913,0.1,-0.1,2024-08-21 21:10:47,招财金猪,324,gfg_324101_1724245846933_110344,209.35.161.189,10.000000000000
3897,3912358,40230,4420913,0.1,-0.1,2024-08-21 21:10:50,招财金猪,324,gfg_324101_1724245849781_110344,209.35.161.189,10.000000000000
3898,4007001,40056,2797610,0.125,-0.125,2024-08-21 21:10:55,超级王牌,320,gfg_320101_1724245854792_109637,111.90.196.52,10.000000000000
3899,2661853,40011,2682375,1.0,-1.0,2024-08-21 21:10:57,麻将无双,305,gfg_305101_1724245856880_109326,223.18.43.51,1.000000000000
3900,4007001,40056,2797610,0.125,-0.125,2024-08-21 21:10:58,超级王牌,320,gfg_320101_1724245857589_109637,111.90.196.52,10.000000000000
3901,3988600,40230,4420913,0.26,-0.24,2024-08-21 21:10:59,水牛,309,gfg_309101_1724245858913_110264,136.158.70.117,10.000000000000
3902,2661853,40011,2682375,1.0,1.4,2024-08-21 21:11:00,麻将无双,305,gfg_305101_1724245859633_109326,223.18.43.51,1.000000000000
3903,4007001,40056,2797610,0.125,-0.125,2024-08-21 21:11:03,超级王牌,320,gfg_320101_1724245862812_109637,111.90.196.52,10.000000000000
3904,3933627,40153,3858739,1.0,-1.0,2024-08-21 21:11:03,十倍金牛,904,gfg_904101_1724245862423_110357,111.90.210.141,10.000000000000
3905,1517351,5143,2247099,0.16,-0.16,2024-08-21 21:11:04,麻将无双,305,gfg_305101_1724245863250_110306,182.232.218.13,5.000000000000
3906,4007001,40056,2797610,0.125,-0.08499999999999999,2024-08-21 21:11:06,超级王牌,320,gfg_320101_1724245865443_109637,111.90.196.52,10.000000000000
3907,3988600,40230,4420913,0.26,-0.172,2024-08-21 21:11:09,水牛,309,gfg_309101_1724245868621_110264,136.158.70.117,10.000000000000
3908,2661853,40011,2682375,1.0,-1.0,2024-08-21 21:11:10,麻将无双,305,gfg_305101_1724245869763_109326,223.18.43.51,1.000000000000
3909,3933627,40153,3858739,1.0,-1.0,2024-08-21 21:11:10,十倍金牛,904,gfg_904101_1724245869602_110357,111.90.210.141,10.000000000000
3910,3933627,40153,3858739,1.0,-1.0,2024-08-21 21:11:13,十倍金牛,904,gfg_904101_1724245872312_110357,111.90.210.141,10.000000000000
3911,1517351,5143,2247099,0.32,-0.32,2024-08-21 21:11:14,麻将无双,305,gfg_305101_1724245874027_110306,182.232.218.13,5.000000000000
3912,3988600,40230,4420913,0.26,-0.252,2024-08-21 21:11:15,水牛,309,gfg_309101_1724245874197_110264,136.158.70.117,10.000000000000
3913,4007001,40056,2797610,0.125,-0.125,2024-08-21 21:11:17,超级王牌,320,gfg_320101_1724245876809_109637,111.90.196.52,10.000000000000
3914,3933627,40153,3858739,1.0,-1.0,2024-08-21 21:11:17,十倍金牛,904,gfg_904101_1724245876687_110357,111.90.210.141,10.000000000000
3915,3985999,40153,3858739,0.1,0.1,2024-08-21 21:11:26,超级王牌,320,gfg_320101_1724245885243_110337,175.176.76.98,10.000000000000
3916,2661853,40011,2682375,1.0,-1.0,2024-08-21 21:11:27,麻将无双,305,gfg_305101_1724245886965_109326,223.18.43.51,1.000000000000
3917,4007001,40056,2797610,0.125,-0.125,2024-08-21 21:11:31,超级王牌,320,gfg_320101_1724245890136_109637,111.90.196.52,10.000000000000
3918,4007001,40056,2797610,0.125,0.034999999999999996,2024-08-21 21:11:36,超级王牌,320,gfg_320101_1724245895907_109637,111.90.196.52,10.000000000000
3919,3985999,40153,3858739,0.1,0.08,2024-08-21 21:11:37,超级王牌,320,gfg_320101_1724245896425_110337,175.176.76.98,10.000000000000
3920,1182253,5009,1582006,5.0,-5.0,2024-08-21 21:11:40,炸金花,12,bp_12102_1724245890_1,223.240.138.253,1.000000000000
3921,3988600,40230,4420913,0.26,-0.26,2024-08-21 21:11:45,水牛,309,gfg_309101_1724245904867_110264,136.158.70.117,10.000000000000
3922,1517351,5143,2247099,0.16,0.592,2024-08-21 21:11:48,麻将无双,305,gfg_305101_1724245907321_110306,182.232.218.13,5.000000000000
3923,4010204,40152,3858661,0.5,-0.5,2024-08-21 21:11:51,招财金猪,324,gfg_324101_1724245911075_110373,122.52.219.190,10.000000000000
3924,3912358,40230,4420913,0.1,-0.1,2024-08-21 21:11:55,招财金猪,324,gfg_324101_1724245914417_110344,209.35.161.189,10.000000000000
3925,3912358,40230,4420913,0.1,-0.1,2024-08-21 21:11:58,招财金猪,324,gfg_324101_1724245917783_110344,209.35.161.189,10.000000000000
3926,3251776,5009,1582006,5.0,-5.0,2024-08-21 21:12:03,炸金花,12,bp_12102_1724245911_1,223.97.83.204,1.000000000000
3927,3988600,40230,4420913,0.26,-0.24,2024-08-21 21:12:03,水牛,309,gfg_309101_1724245923446_110264,136.158.70.117,10.000000000000
3928,4007001,40056,2797610,0.125,-0.125,2024-08-21 21:12:06,超级王牌,320,gfg_320101_1724245926502_109637,111.90.196.52,10.000000000000
3929,3988600,40230,4420913,0.26,-0.22000000000000003,2024-08-21 21:12:07,水牛,309,gfg_309101_1724245927845_110264,136.158.70.117,10.000000000000
3930,4007001,40056,2797610,0.125,-0.125,2024-08-21 21:12:09,超级王牌,320,gfg_320101_1724245929413_109637,111.90.196.52,10.000000000000
3931,3985999,40153,3858739,0.1,-0.075,2024-08-21 21:12:09,超级王牌,320,gfg_320101_1724245929569_110337,175.176.76.98,10.000000000000
3932,3912358,40230,4420913,0.1,-0.1,2024-08-21 21:12:09,招财金猪,324,gfg_324101_1724245929864_110344,209.35.161.189,10.000000000000
3933,3912358,40230,4420913,0.1,-0.1,2024-08-21 21:12:12,招财金猪,324,gfg_324101_1724245932649_110344,209.35.161.189,10.000000000000
3934,3985999,40153,3858739,0.1,-0.1,2024-08-21 21:12:17,超级王牌,320,gfg_320101_1724245937565_110337,175.176.76.98,10.000000000000
3935,3251776,5009,1582006,5.0,-5.0,2024-08-21 21:12:23,炸金花,12,bp_12102_1724245934_1,223.97.83.204,1.000000000000
3936,3912358,40230,4420913,0.1,0.7,2024-08-21 21:12:23,招财金猪,324,gfg_324101_1724245943586_110344,209.35.161.189,10.000000000000
3937,3988600,40230,4420913,0.26,-0.24,2024-08-21 21:12:29,水牛,309,gfg_309101_1724245949904_110264,136.158.70.117,10.000000000000
3938,1517351,5143,2247099,0.16,-0.16,2024-08-21 21:12:30,麻将无双,305,gfg_305101_1724245951024_110306,182.232.218.13,5.000000000000
3939,4007001,40056,2797610,0.125,-0.125,2024-08-21 21:12:39,超级王牌,320,gfg_320101_1724245960024_109637,111.90.196.52,10.000000000000
3940,3428684,40227,4420621,0.1,-0.1,2024-08-21 21:12:41,麻将无双,305,gfg_305101_1724245961906_110380,36.85.6.136,2.000000000000
3941,3988600,40230,4420913,0.26,-0.26,2024-08-21 21:12:44,水牛,309,gfg_309101_1724245964283_110264,136.158.70.117,10.000000000000
3942,4008873,40110,3057680,0.6153846153846154,-0.6153846153846154,2024-08-21 21:12:53,罗马竞技场,311,gfg_311101_1724245973621_110377,27.125.246.165,0.650000000000
3943,4010234,40152,3858661,0.2,-0.2,2024-08-21 21:12:53,招财金猪,324,gfg_324101_1724245973623_110384,131.226.101.1,10.000000000000
3944,3912358,40230,4420913,0.1,0.7,2024-08-21 21:12:56,招财金猪,324,gfg_324101_1724245976244_110344,209.35.161.189,10.000000000000
3945,1517351,5143,2247099,0.16,1.232,2024-08-21 21:12:58,麻将无双,305,gfg_305101_1724245978954_110306,182.232.218.13,5.000000000000
3946,4010234,40152,3858661,0.2,-0.2,2024-08-21 21:12:58,招财金猪,324,gfg_324101_1724245978363_110384,131.226.101.1,10.000000000000
3947,4007001,40056,2797610,0.125,-0.125,2024-08-21 21:12:59,超级王牌,320,gfg_320101_1724245979825_109637,111.90.196.52,10.000000000000
3948,4009994,40153,3858739,0.5,-0.5,2024-08-21 21:12:59,貔貅开运,301,gfg_301101_1724245979673_110386,131.226.97.69,10.000000000000
3949,3912358,40230,4420913,0.1,-0.1,2024-08-21 21:13:03,招财金猪,324,gfg_324101_1724245983379_110344,209.35.161.189,10.000000000000
3950,4010234,40152,3858661,0.2,-0.2,2024-08-21 21:13:05,招财金猪,324,gfg_324101_1724245985368_110384,131.226.101.1,10.000000000000
3951,4007001,40056,2797610,0.125,-0.125,2024-08-21 21:13:08,超级王牌,320,gfg_320101_1724245988796_109637,111.90.196.52,10.000000000000
3952,3912358,40230,4420913,0.1,-0.1,2024-08-21 21:13:13,招财金猪,324,gfg_324101_1724245994000_110344,209.35.161.189,10.000000000000
3953,3988600,40230,4420913,0.65,-0.45,2024-08-21 21:13:16,水牛,309,gfg_309101_1724245996942_110264,136.158.70.117,10.000000000000
3954,4009994,40153,3858739,0.5,-0.5,2024-08-21 21:13:17,貔貅开运,301,gfg_301101_1724245997505_110386,131.226.97.69,10.000000000000
3955,4010234,40152,3858661,0.2,-0.2,2024-08-21 21:13:22,招财金猪,324,gfg_324101_1724246002608_110384,131.226.101.1,10.000000000000
3956,4009994,40153,3858739,0.5,3.5,2024-08-21 21:13:27,貔貅开运,301,gfg_301101_1724246007545_110386,131.226.97.69,10.000000000000
3957,4007001,40056,2797610,0.125,-0.005,2024-08-21 21:13:41,超级王牌,320,gfg_320101_1724246021932_109637,111.90.196.52,10.000000000000
3958,4010234,40152,3858661,0.2,1.4,2024-08-21 21:13:42,招财金猪,324,gfg_324101_1724246022528_110384,131.226.101.1,10.000000000000
3959,719752,5069,2010892,9.0,-9.0,2024-08-21 21:13:48,新看四张抢庄牛牛,126,gfg_126101_1724246009780_40732,120.242.178.197,1.000000000000
3960,2963889,5159,2854580,0.7692307692307692,-0.7692307692307692,2024-08-21 21:13:50,招财金猪,324,gfg_324101_1724246030713_110397,58.182.156.57,0.650000000000
3961,4007001,40056,2797610,0.125,-0.125,2024-08-21 21:13:51,超级王牌,320,gfg_320101_1724246032092_109637,111.90.196.52,10.000000000000
3962,3912358,40230,4420913,0.1,-0.1,2024-08-21 21:13:56,招财金猪,324,gfg_324101_1724246036792_110344,209.35.161.189,10.000000000000
3963,4007001,40056,2797610,0.125,-0.10500000000000001,2024-08-21 21:13:57,超级王牌,320,gfg_320101_1724246037775_109637,111.90.196.52,10.000000000000
3964,4008873,40110,3057680,0.6153846153846154,-0.6153846153846154,2024-08-21 21:13:57,罗马竞技场,311,gfg_311101_1724246037361_110377,27.125.246.165,0.650000000000
3965,3988600,40230,4420913,0.65,-0.45,2024-08-21 21:13:58,水牛,309,gfg_309101_1724246038853_110264,136.158.70.117,10.000000000000
3966,4009994,40153,3858739,0.5,-0.5,2024-08-21 21:14:01,貔貅开运,301,gfg_301101_1724246041924_110386,131.226.97.69,10.000000000000
3967,3912358,40230,4420913,0.1,-0.1,2024-08-21 21:14:01,招财金猪,324,gfg_324101_1724246042027_110344,209.35.161.189,10.000000000000
3968,4010234,40152,3858661,0.2,-0.2,2024-08-21 21:14:05,招财金猪,324,gfg_324101_1724246046048_110384,131.226.101.1,10.000000000000
3969,4009218,40144,3107591,4.0,-4.0,2024-08-21 21:14:12,抢庄牌九,22,o4_22102_1724246026_1,203.145.94.40,1.000000000000
