uid,companyId,agent,validBet,score,add_time,gameName,gameId,roundId,ip,currency_rate
3545075,40240,4607576,133.33333333333334,0.0,2024-10-07 09:48:14,亡灵大盗,802,1722694875802101308,49.237.19.252,0.150000000000
4619453,40240,4607576,166.66666666666669,800.0,2024-10-07 09:48:17,麻將胡了2,803,1726697811803101831,202.79.26.171,0.150000000000
3545075,40240,4607576,133.33333333333334,-133.33333333333334,2024-10-07 09:48:27,亡灵大盗,802,1725707875802101489,49.237.19.252,0.150000000000
3545075,40240,4607576,133.33333333333334,-133.33333333333334,2024-10-07 09:48:37,亡灵大盗,802,1720717875802101382,49.237.19.252,0.150000000000
3545075,40240,4607576,133.33333333333334,-126.66666666666667,2024-10-07 09:48:45,亡灵大盗,802,1721725875802101651,49.237.19.252,0.150000000000
3545075,40240,4607576,133.33333333333334,-133.33333333333334,2024-10-07 09:48:49,亡灵大盗,802,1722729875802101731,49.237.19.252,0.150000000000
3545075,40240,4607576,133.33333333333334,-133.33333333333334,2024-10-07 09:48:56,亡灵大盗,802,1720736875802101701,49.237.19.252,0.150000000000
3545075,40240,4607576,133.33333333333334,-133.33333333333334,2024-10-07 09:48:58,亡灵大盗,802,1729738875802101989,49.237.19.252,0.150000000000
4619453,40240,4607576,166.66666666666669,-166.66666666666669,2024-10-07 09:49:20,麻將胡了2,803,1729760811803101439,202.79.26.171,0.150000000000
3545075,40240,4607576,133.33333333333334,493.33333333333337,2024-10-07 09:49:23,亡灵大盗,802,1726763875802101785,49.237.19.252,0.150000000000
3545075,40240,4607576,133.33333333333334,-133.33333333333334,2024-10-07 09:50:15,亡灵大盗,802,1720816875802101161,49.237.19.252,0.150000000000
3545075,40240,4607576,133.33333333333334,-133.33333333333334,2024-10-07 09:50:21,亡灵大盗,802,1721821875802101481,49.237.19.252,0.150000000000
3545075,40240,4607576,133.33333333333334,-133.33333333333334,2024-10-07 09:50:23,亡灵大盗,802,1729823875802101805,49.237.19.252,0.150000000000
3545075,40240,4607576,133.33333333333334,-133.33333333333334,2024-10-07 09:50:29,亡灵大盗,802,1720829875802101889,49.237.19.252,0.150000000000
4619453,40240,4607576,200.0,-160.0,2024-10-07 09:50:51,麻將胡了2,803,1727851811803101522,202.79.26.171,0.150000000000
4619453,40240,4607576,200.0,-190.0,2024-10-07 09:51:07,麻將胡了2,803,1728867811803101661,202.79.26.171,0.150000000000
3545075,40240,4607576,133.33333333333334,-133.33333333333334,2024-10-07 09:51:07,亡灵大盗,802,1725867875802101951,49.237.19.252,0.150000000000
3545075,40240,4607576,133.33333333333334,-133.33333333333334,2024-10-07 09:51:15,亡灵大盗,802,1728875875802101855,49.237.19.252,0.150000000000
3545075,40240,4607576,133.33333333333334,800.0,2024-10-07 09:51:30,亡灵大盗,802,1728890875802101301,49.237.19.252,0.150000000000
3545075,40240,4607576,133.33333333333334,-6.666666666666667,2024-10-07 09:51:39,亡灵大盗,802,1728899875802101707,49.237.19.252,0.150000000000
3545075,40240,4607576,133.33333333333334,4326.666666666667,2024-10-07 09:52:02,亡灵大盗,802,1729922875802101783,49.237.19.252,0.150000000000
4619453,40240,4607576,200.0,-80.0,2024-10-07 09:52:13,麻將胡了2,803,1722933811803101045,202.79.26.171,0.150000000000
4619453,40240,4607576,200.0,-170.0,2024-10-07 09:52:32,麻將胡了2,803,1727952811803101219,202.79.26.171,0.150000000000
