uid,companyId,agent,validBet,score,add_time,gameName,gameId,roundId,ip,currency_rate
3675343,40064,2797634,1.2307692307692308,-1.2307692307692308,2024-08-06 18:21:33,十倍金牛,904,gfg_904101_1722939693717_129923,179.242.8.67,0.650000000000
3675343,40064,2797634,1.2307692307692308,-1.2307692307692308,2024-08-06 18:21:55,十倍金牛,904,gfg_904101_1722939715293_129923,179.242.8.67,0.650000000000
3726601,40240,4607576,2.666666666666667,-2.666666666666667,2024-08-06 18:21:57,亡灵大盗,802,1729717938802101348,203.25.211.189,0.150000000000
3726601,40240,4607576,2.666666666666667,-1.3333333333333335,2024-08-06 18:22:26,亡灵大盗,802,1727746938802101399,203.25.211.189,0.150000000000
3726601,40240,4607576,2.666666666666667,13.866666666666667,2024-08-06 18:22:38,亡灵大盗,802,1723758938802101147,203.25.211.189,0.150000000000
3726601,40240,4607576,2.666666666666667,-2.666666666666667,2024-08-06 18:22:44,亡灵大盗,802,1727764938802101503,203.25.211.189,0.150000000000
3675343,40064,2797634,1.846153846153846,-1.846153846153846,2024-08-06 18:22:56,十倍金牛,904,gfg_904101_1722939776089_129923,179.242.8.67,0.650000000000
3675343,40064,2797634,1.846153846153846,-1.846153846153846,2024-08-06 18:22:59,十倍金牛,904,gfg_904101_1722939779240_129923,179.242.8.67,0.650000000000
3675343,40064,2797634,1.846153846153846,-1.846153846153846,2024-08-06 18:23:04,十倍金牛,904,gfg_904101_1722939783668_129923,179.242.8.67,0.650000000000
3726601,40240,4607576,2.666666666666667,-2.666666666666667,2024-08-06 18:23:07,亡灵大盗,802,1726786938802101871,203.25.211.189,0.150000000000
3675343,40064,2797634,1.846153846153846,-1.846153846153846,2024-08-06 18:23:09,十倍金牛,904,gfg_904101_1722939789519_129923,179.242.8.67,0.650000000000
3726601,40240,4607576,2.666666666666667,10.533333333333335,2024-08-06 18:23:09,亡灵大盗,802,1722788938802101831,203.25.211.189,0.150000000000
3726601,40240,4607576,2.666666666666667,-2.666666666666667,2024-08-06 18:23:24,亡灵大盗,802,1729803938802101947,203.25.211.189,0.150000000000
3726601,40240,4607576,2.666666666666667,-1.6,2024-08-06 18:23:32,亡灵大盗,802,1723811938802101941,203.25.211.189,0.150000000000
3675343,40064,2797634,1.846153846153846,-1.846153846153846,2024-08-06 18:23:37,十倍金牛,904,gfg_904101_1722939816799_129923,179.242.8.67,0.650000000000
3675343,40064,2797634,1.846153846153846,-1.2923076923076922,2024-08-06 18:23:40,十倍金牛,904,gfg_904101_1722939819668_129923,179.242.8.67,0.650000000000
3726601,40240,4607576,2.666666666666667,-2.666666666666667,2024-08-06 18:23:56,亡灵大盗,802,1729836938802101111,203.25.211.189,0.150000000000
3675343,40064,2797634,1.846153846153846,-1.846153846153846,2024-08-06 18:24:13,十倍金牛,904,gfg_904101_1722939852705_129923,179.242.8.67,0.650000000000
3675343,40064,2797634,1.846153846153846,-1.846153846153846,2024-08-06 18:24:17,十倍金牛,904,gfg_904101_1722939856654_129923,179.242.8.67,0.650000000000
3726601,40240,4607576,2.666666666666667,-2.666666666666667,2024-08-06 18:24:34,亡灵大盗,802,1729874938802101375,203.25.211.189,0.150000000000
3726601,40240,4607576,2.666666666666667,-2.666666666666667,2024-08-06 18:24:46,亡灵大盗,802,1722886938802101421,203.25.211.189,0.150000000000
3720247,40153,3858739,1.0,-1.0,2024-08-06 18:24:57,十倍金牛,904,gfg_904101_1722939896701_129965,112.209.187.241,10.000000000000
3720247,40153,3858739,1.0,0.0,2024-08-06 18:25:05,十倍金牛,904,gfg_904101_1722939905075_129965,112.209.187.241,10.000000000000
3726601,40240,4607576,2.666666666666667,-2.666666666666667,2024-08-06 18:25:15,亡灵大盗,802,1721914938802101759,203.25.211.189,0.150000000000
3726601,40240,4607576,2.666666666666667,-2.666666666666667,2024-08-06 18:25:16,亡灵大盗,802,1722915938802101787,203.25.211.189,0.150000000000
3720247,40153,3858739,1.0,-1.0,2024-08-06 18:25:17,十倍金牛,904,gfg_904101_1722939917397_129965,112.209.187.241,10.000000000000
3720247,40153,3858739,1.0,-1.0,2024-08-06 18:25:24,十倍金牛,904,gfg_904101_1722939923989_129965,112.209.187.241,10.000000000000
3726601,40240,4607576,2.666666666666667,-2.666666666666667,2024-08-06 18:25:29,亡灵大盗,802,1725929938802101071,203.25.211.189,0.150000000000
3720247,40153,3858739,1.0,-1.0,2024-08-06 18:25:37,十倍金牛,904,gfg_904101_1722939937346_129965,112.209.187.241,10.000000000000
3726601,40240,4607576,2.666666666666667,-2.666666666666667,2024-08-06 18:25:39,亡灵大盗,802,1721938938802101925,203.25.211.189,0.150000000000
3720247,40153,3858739,1.0,-1.0,2024-08-06 18:25:40,十倍金牛,904,gfg_904101_1722939940136_129965,112.209.187.241,10.000000000000
3720247,40153,3858739,1.0,44.0,2024-08-06 18:25:50,十倍金牛,904,gfg_904101_1722939949611_129965,112.209.187.241,10.000000000000
3726601,40240,4607576,2.666666666666667,-2.666666666666667,2024-08-06 18:25:51,亡灵大盗,802,1729951938802101395,203.25.211.189,0.150000000000
1182253,5009,1582006,1.0,-1.0,2024-08-06 18:26:10,炸金花,12,ld_12101_1722939947_3,183.164.119.201,1.000000000000
3726601,40240,4607576,2.666666666666667,-2.666666666666667,2024-08-06 18:26:13,亡灵大盗,802,1722972938802101566,203.25.211.189,0.150000000000
3720247,40153,3858739,1.0,-1.0,2024-08-06 18:26:31,十倍金牛,904,gfg_904101_1722939991210_129965,112.209.187.241,10.000000000000
3726601,40240,4607576,2.666666666666667,-2.666666666666667,2024-08-06 18:26:39,亡灵大盗,802,1726998938802101655,203.25.211.189,0.150000000000
3720247,40153,3858739,1.0,-1.0,2024-08-06 18:26:52,十倍金牛,904,gfg_904101_1722940012230_129965,112.209.187.241,10.000000000000
3726601,40240,4607576,2.666666666666667,-2.666666666666667,2024-08-06 18:26:56,亡灵大盗,802,1721015938802101569,203.25.211.189,0.150000000000
