uid,companyId,agent,validBet,score,add_time,gameName,gameId,roundId,ip,currency_rate
4619453,40240,4607576,1.3333333333333335,-1.3333333333333335,2024-10-06 20:32:41,麻將胡了2,803,1720961604803101261,202.79.26.171,0.150000000000
4619453,40240,4607576,1.3333333333333335,-1.3333333333333335,2024-10-06 20:32:57,麻將胡了2,803,1722977604803101566,202.79.26.171,0.150000000000
4585366,5069,2010892,36.0,-36.0,2024-10-06 20:32:58,麻將胡了2,903,gfg_903101_1728217978101_146539,39.128.40.158,1.000000000000
4619453,40240,4607576,1.3333333333333335,-1.3333333333333335,2024-10-06 20:33:00,麻將胡了2,803,1724979604803101911,202.79.26.171,0.150000000000
4585366,5069,2010892,36.0,-36.0,2024-10-06 20:33:10,麻將胡了2,903,gfg_903101_1728217990777_146539,39.128.40.158,1.000000000000
4619453,40240,4607576,1.3333333333333335,1.2,2024-10-06 20:33:18,麻將胡了2,803,1726998604803101335,202.79.26.171,0.150000000000
4619453,40240,4607576,1.3333333333333335,38.333333333333336,2024-10-06 20:33:32,麻將胡了2,803,1725012604803101524,202.79.26.171,0.150000000000
4585366,5069,2010892,20.0,-20.0,2024-10-06 20:33:41,麻將胡了2,903,gfg_903101_1728218021398_146539,39.128.40.158,1.000000000000
4585366,5069,2010892,20.0,-20.0,2024-10-06 20:33:43,麻將胡了2,903,gfg_903101_1728218023597_146539,39.128.40.158,1.000000000000
4585366,5069,2010892,20.0,-20.0,2024-10-06 20:34:07,麻將胡了2,903,gfg_903101_1728218047889_146539,39.128.40.158,1.000000000000
4585366,5069,2010892,20.0,15.0,2024-10-06 20:34:08,麻將胡了2,903,gfg_903101_1728218048594_146539,39.128.40.158,1.000000000000
4619453,40240,4607576,1.3333333333333335,-1.3333333333333335,2024-10-06 20:34:18,麻將胡了2,803,1724058604803101261,202.79.26.171,0.150000000000
4585366,5069,2010892,20.0,-20.0,2024-10-06 20:34:31,麻將胡了2,903,gfg_903101_1728218071586_146539,39.128.40.158,1.000000000000
4619453,40240,4607576,1.3333333333333335,1.4,2024-10-06 20:34:32,麻將胡了2,803,1723072604803101519,202.79.26.171,0.150000000000
4585366,5069,2010892,20.0,-20.0,2024-10-06 20:34:46,麻將胡了2,903,gfg_903101_1728218086375_146539,39.128.40.158,1.000000000000
4585366,5069,2010892,20.0,-20.0,2024-10-06 20:34:49,麻將胡了2,903,gfg_903101_1728218089317_146539,39.128.40.158,1.000000000000
4585366,5069,2010892,20.0,-18.0,2024-10-06 20:34:50,麻將胡了2,903,gfg_903101_1728218090710_146539,39.128.40.158,1.000000000000
4585366,5069,2010892,20.0,-20.0,2024-10-06 20:35:04,麻將胡了2,903,gfg_903101_1728218104945_146539,39.128.40.158,1.000000000000
4585366,5069,2010892,20.0,11.0,2024-10-06 20:35:07,麻將胡了2,903,gfg_903101_1728218107760_146539,39.128.40.158,1.000000000000
4585366,5069,2010892,20.0,-20.0,2024-10-06 20:35:25,麻將胡了2,903,gfg_903101_1728218125437_146539,39.128.40.158,1.000000000000
4585366,5069,2010892,20.0,316.0,2024-10-06 20:35:38,麻將胡了2,903,gfg_903101_1728218138981_146539,39.128.40.158,1.000000000000
4585366,5069,2010892,20.0,-20.0,2024-10-06 20:36:03,麻將胡了2,903,gfg_903101_1728218163489_146539,39.128.40.158,1.000000000000
4585366,5069,2010892,20.0,-20.0,2024-10-06 20:36:15,麻將胡了2,903,gfg_903101_1728218175319_146539,39.128.40.158,1.000000000000
4619453,40240,4607576,1.3333333333333335,-1.3333333333333335,2024-10-06 20:36:51,麻將胡了2,803,1728212604803101049,202.79.26.171,0.150000000000
4619453,40240,4607576,1.3333333333333335,-0.4,2024-10-06 20:36:52,麻將胡了2,803,1729212604803101905,202.79.26.171,0.150000000000
4619453,40240,4607576,1.3333333333333335,-0.26666666666666666,2024-10-06 20:37:12,麻將胡了2,803,1720232604803101855,202.79.26.171,0.150000000000
4585366,5069,2010892,20.0,-20.0,2024-10-06 20:39:14,麻將胡了2,903,gfg_903101_1728218353644_146539,39.128.40.158,1.000000000000
4585366,5069,2010892,20.0,-20.0,2024-10-06 20:39:15,麻將胡了2,903,gfg_903101_1728218355050_146539,39.128.40.158,1.000000000000
4585366,5069,2010892,20.0,-4.0,2024-10-06 20:39:21,麻將胡了2,903,gfg_903101_1728218360972_146539,39.128.40.158,1.000000000000
4585366,5069,2010892,20.0,-20.0,2024-10-06 20:39:33,麻將胡了2,903,gfg_903101_1728218372953_146539,39.128.40.158,1.000000000000
4585366,5069,2010892,20.0,-20.0,2024-10-06 20:39:39,麻將胡了2,903,gfg_903101_1728218379527_146539,39.128.40.158,1.000000000000
4585366,5069,2010892,20.0,-20.0,2024-10-06 20:39:41,麻將胡了2,903,gfg_903101_1728218380652_146539,39.128.40.158,1.000000000000
4585366,5069,2010892,20.0,-20.0,2024-10-06 20:39:41,麻將胡了2,903,gfg_903101_1728218381367_146539,39.128.40.158,1.000000000000
4585366,5069,2010892,20.0,-5.0,2024-10-06 20:40:10,麻將胡了2,903,gfg_903101_1728218409837_146539,39.128.40.158,1.000000000000
4585366,5069,2010892,20.0,-17.0,2024-10-06 20:40:14,麻將胡了2,903,gfg_903101_1728218413654_146539,39.128.40.158,1.000000000000
4585366,5069,2010892,20.0,-20.0,2024-10-06 20:40:26,麻將胡了2,903,gfg_903101_1728218425694_146539,39.128.40.158,1.000000000000
4585366,5069,2010892,20.0,-20.0,2024-10-06 20:40:26,麻將胡了2,903,gfg_903101_1728218426401_146539,39.128.40.158,1.000000000000
4585366,5069,2010892,20.0,-20.0,2024-10-06 20:40:35,麻將胡了2,903,gfg_903101_1728218434720_146539,39.128.40.158,1.000000000000
4585366,5069,2010892,20.0,-20.0,2024-10-06 20:40:52,麻將胡了2,903,gfg_903101_1728218452447_146539,39.128.40.158,1.000000000000
4585366,5069,2010892,20.0,-20.0,2024-10-06 20:41:01,麻將胡了2,903,gfg_903101_1728218461005_146539,39.128.40.158,1.000000000000
4619453,40240,4607576,1.3333333333333335,-1.3333333333333335,2024-10-06 20:41:05,麻將胡了2,803,1722465604803101166,202.79.26.171,0.150000000000
4585366,5069,2010892,20.0,-20.0,2024-10-06 20:41:06,麻將胡了2,903,gfg_903101_1728218466331_146539,39.128.40.158,1.000000000000
4585366,5069,2010892,20.0,-20.0,2024-10-06 20:41:18,麻將胡了2,903,gfg_903101_1728218477988_146539,39.128.40.158,1.000000000000
4585366,5069,2010892,20.0,110.0,2024-10-06 20:41:40,麻將胡了2,903,gfg_903101_1728218500431_146539,39.128.40.158,1.000000000000
4585366,5069,2010892,20.0,-20.0,2024-10-06 20:41:54,麻將胡了2,903,gfg_903101_1728218514252_146539,39.128.40.158,1.000000000000
4585366,5069,2010892,20.0,-19.0,2024-10-06 20:41:59,麻將胡了2,903,gfg_903101_1728218519425_146539,39.128.40.158,1.000000000000
4585366,5069,2010892,20.0,-20.0,2024-10-06 20:42:18,麻將胡了2,903,gfg_903101_1728218538318_146539,39.128.40.158,1.000000000000
4619453,40240,4607576,2.666666666666667,-2.666666666666667,2024-10-06 20:42:18,麻將胡了2,803,1727537604803101715,202.79.26.171,0.150000000000
